TF,target,score
SHOX,CCDC142,0.3109823217156622
SCD5,TRIM4,0.32518332202674705
SCD5,GBP4,0.7296061783380641
SHOX,SLC14A2,0.6375574713552131
SHOX,CACNG8,0.8872127425763265
SHOX,CCL5,0.4722149251619493
SP100,MAB21L3,0.1195942459383017
SP100,ZNF471,0.713244787222995
SHOX,PDDC1,0.7607850486168974
SHOX,LOC646851,0.5612771975694962
SHOX,SLC7A14,0.770967179954561
SCD5,FGF5,0.49379559636439074
SCD5,ABCA9,0.5227328293819941
SP100,POTEM,0.42754101835854963
SHOX,EXOC3L2,0.02541912674409519
SP100,TIGD1,0.10789142699330445
SHOX,MR1,0.03142918568673425
SHOX,PXMP4,0.6364104112637804
SHOX,ORAI2,0.3143559810763267
SHOX,SLC24A4,0.5085706911647028
SHOX,PDE4C,0.907566473926093
SP100,ALPK1,0.24929222914887494
SCD5,ALPK1,0.41038292303562973
SP100,SAA2,0.7555511385430487
SHOX,CLEC7A,0.22879816549162246
CRX,SPN,0.07697990982879299
SHOX,LRRC27,0.289751452913768
SHOX,CCL22,0.16122128725400442
SHOX,KCNA7,0.9296976523425731
SHOX,ZNF716,0.808120379564417
SP100,C1orf49,0.6334037565104235
SCD5,CLEC4E,0.8714605901877177
SHOX,KREMEN1,0.8036720768991145
SHOX,CRX,0.18657005888603584
CRX,SHOX,0.8925589984899778
CRX,IL12RB1,0.5393422419156507
SCD5,LOC100130451,0.8074401551640625
SHOX,CYP4V2,0.8960912999234932
SCD5,SAA2,0.3180034749718639
SP100,ABCA9,0.11005192452767676
SHOX,ATCAY,0.22793516254194168
SCD5,GSG1,0.4271077886262563
CRX,ARGFX,0.8180147659224931
SHOX,DAND5,0.8607305832563434
SP100,LOC100130451,0.006952130531190703
CRX,TLCD2,0.5107473025775657
SHOX,CLEC19A,0.417411003148779
SHOX,GPR82,0.22210781047073025
SP100,MCTP2,0.1198653673336828
SHOX,KIAA1324,0.33761517140362796
SCD5,C1orf49,0.9429097039125192
CRX,CCL5,0.32320293202075523
SHOX,PRRG4,0.5187906217433661
SCD5,TIGD1,0.7030189588951778
SHOX,KIAA1751,0.363629602379294
SHOX,SLC25A34,0.9717820827209607
SHOX,POLH,0.9624472949421112
SHOX,LOC100506688,0.25178229582536416
SP100,L2HGDH,0.49724850589238545
CRX,PDE6A,0.30087830981676966
SP100,TECRL,0.2848404943774676
SCD5,L2HGDH,0.036886947354532795
SHOX,FAM115C,0.6095643339798968
SHOX,VSIG1,0.5026790232288615
SCD5,OPHN1,0.05147875124998935
SP100,GSG1,0.27864646423661144
IRF1,ARGFX,0.9082658859666537
NFKBIA,RHOBTB3,0.23956189066697242
SHOX,FCAR,0.1448948720912231
SCD5,C3orf72,0.489452760277563
CRX,CABP4,0.9856504541106007
SHOX,MLANA,0.2420552715115004
SHOX,FUT2,0.6721355474058786
SP100,XRCC2,0.7616196153287176
IRF1,SPN,0.23763754399239967
SHOX,CXorf36,0.7282163486118596
SHOX,GGT6,0.3677831327192532
CRX,CD84,0.6323058305935795
CRX,SIGLEC10,0.6335297107608947
POU2AF1,RHOBTB3,0.5357746840747585
SHOX,OR7D2,0.0902897700544083
CRX,CYP1A2,0.835302495589238
SP100,C3orf72,0.32078006497173583
CRX,CCDC142,0.18651851039985423
SHOX,KBTBD12,0.040775141554763916
SHOX,BHMT2,0.5908929431882418
SHOX,LYZ,0.6775643618422824
CRX,C21orf62,0.016587828927856152
SHOX,NWD1,0.512093058299281
SHOX,ZNF785,0.22649577519793795
CRX,CPM,0.6451727904094499
SHOX,FUT6,0.17436642900499144
SHOX,RAB42,0.690937738102466
SP100,ACBD7,0.3867353463005374
SHOX,KLRD1,0.9367299887367345
SHOX,TRIM66,0.13752094414599325
SHOX,ZNF793,0.3410663510502585
SHOX,NOS1,0.11347352124058907
SCD5,MCTP2,0.9246936182785628
SHOX,ZYG11A,0.877339353380981
NFKBIA,COL5A2,0.2579416277151556
SCD5,ABCC9,0.659984046034179
SCD5,FAM115C,0.8172222002012158
IRF1,TLCD2,0.5552008115994623
SHOX,RAX2,0.5296505783560065
CRX,PDDC1,0.24185229090045168
SHOX,HTR3B,0.09310276780589921
POU2AF1,APOL6,0.8972157579533268
IRF1,SHOX,0.9004180571633305
SHOX,IRF1,0.6331014572732679
CRX,C8orf80,0.3390297910487007
SHOX,TMPRSS11B,0.3492095746126609
SHOX,TMEM213,0.7259556788702394
SHOX,MEFV,0.8971102599525771
SCD5,TECRL,0.8870864242651173
SP100,FAM115C,0.7798755458576239
SHOX,ARL11,0.6420316461542878
SHOX2,RHOBTB3,0.08413996499504883
CRX,C1orf130,0.16162871409461377
IRF1,CCDC142,0.8985541885270792
CRX,TMEM236,0.6064290596595899
SHOX,VSTM4,0.009197051616629648
SHOX,TRIM58,0.1014715428660321
SHOX,ZNF471,0.6635017691080558
SHOX,CTSS,0.005061583846218687
SCD5,XKR9,0.16080805141749865
SP100,UGT8,0.5487337893665861
SHOX,CCDC125,0.6918951976926933
SHOX,IBA57,0.6519612595026005
CRX,TNFRSF9,0.22426930946055978
SHOX,ZNF835,0.7121792213475359
SHOX,MYLK3,0.23724908749680007
SP100,XKR9,0.3253996981592677
SCD5,C20orf203,0.7464914051180241
IRF1,C21orf62,0.6496328990472147
SHOX,C20orf203,0.8492234104941779
SHOX,ZNF713,0.6576128923003434
SHOX,TMEM212,0.5683086033354716
POU5F1,CDH1,0.09367476782809248
SHOX,C12orf77,0.3677158030594335
GATA6,LHX1,0.26520236768172545
CRX,NLRP12,0.24398964337908358
SP100,OPHN1,0.9730105547524456
CRX,MR1,0.3930977246667604
SHOX,GBP6,0.8920465551771133
SP100,C20orf203,0.6311386259972629
SCD5,UGT8,0.7948113035416484
SHOX,PBOV1,0.5026370931051921
SHOX,XAF1,0.5769038846263591
IRF1,CABP4,0.4925176938188639
SHOX,SPINLW1,0.1952429877980445
POU2AF1,CYP26A1,0.7224521152615053
SP100,OR11A1,0.2807723624408558
CRX,SLC7A14,0.02431596643145384
SHOX,C2orf91,0.6454722959071678
SCD5,OR7D2,0.17711067940704894
IRF1,SIGLEC10,0.9404585843529143
SHOX,ZNF662,0.9539285770025874
SHOX,GSDMA,0.9148643902204485
SP100,SPN,0.3701587002554444
SHOX,HSD3B7,0.015456616528867428
POU5F1,SFRP2,0.9283185625877254
CRX,IL6R,0.42818414831731433
SHOX,PROM2,0.9666548190436696
CRX,ATCAY,0.9636199770892528
SHOX,PECAM1,0.8530094554673601
CRX,ZC3H12D,0.2944488920695857
SHOX,SNX22,0.38509772860192526
SP100,OR7D2,0.8511366715168569
SHOX,POTEM,0.31692200515627766
SHOX,F2RL3,0.1694927466860925
SP100,ABCC9,0.5568012624583502
SP100,PDE6A,0.936154774160781
SHOX,CAMK1D,0.696029796674973
SHOX,OPA3,0.570061170089365
IRF1,PDDC1,0.09717649377076854
SHOX,PTAFR,0.6150072266991697
SHOX,ADRA1A,0.9900538501042633
SHOX,LOC100130451,0.14008401523652403
SHOX,LURAP1,0.5183296523637367
SHOX2,HAPLN1,0.8773730719279554
CRX,SLC24A4,0.7407686177542044
SHOX,TIGD1,0.697015740995268
IRF1,CPM,0.7024840839871093
IRF1,MR1,0.35949115121975517
IRF1,CCL5,0.29359184426449336
SHOX,ZNF527,0.8093611554785136
SHOX,FGF5,0.8101133946791808
CRX,LOC646851,0.8670723185801037
CRX,ANKS4B,0.9132405525564713
SHOX,SIGLEC8,0.5113423988609378
IRF1,CD84,0.5015162946871996
SHOX,BCL2L15,0.7982951789667752
SCD5,XRCC2,0.6499639307777652
NFKBIA,SERHL2,0.7019668772577033
SHOX,CDH23,0.795792669436101
SHOX,MS4A10,0.8900053418175663
SHOX,CCBP2,0.3379951568515358
SHOX,ALPK1,0.375582952639944
IRF1,PDE6A,0.093981939840869
SHOX,BMP8A,0.578280140996174
NFKBIA,ERBB4,0.035942273796742086
SP100,LHFPL5,0.46559801813246016
CRX,KCNA7,0.5426446347075766
SHOX,SCN3B,0.2865412521282844
NFKBIA,APOL6,0.5908332605690108
SPIB,SPN,0.03050024993904943
SP100,SHOX,0.03734818874921442
SHOX,SP100,0.8226005606596583
IRF1,IL12RB1,0.3601906414112629
SHOX,C9orf64,0.12706051265188478
SHOX2,LHX1,0.5222432600548044
SHOX,XKR5,0.7699935530986108
SCD5,ACBD7,0.21582102749684318
SHOX,ODF2L,0.6228904758190003
SHOX,GPR155,0.085347464993768
IRF1,TNFRSF9,0.0516817211686077
SHOX,RINL,0.531354631568148
CRX,SLC14A2,0.5406351216101065
POU2AF1,CFLAR,0.6374299014982066
SHOX,SCN11A,0.7260913337226615
IRF1,CYP1A2,0.9758520794625346
CRX,GP6,0.5163003483011953
SHOX,ACBD7,0.32295647294124596
CRX,CYP4V2,0.7951861947687037
IRF1,ZC3H12D,0.2708322512620742
IRF1,C8orf80,0.4389714207056361
SHOX,FBXO27,0.07845638134226596
SHOX,ADIPOQ,0.02535074341545751
SPIB,ARGFX,0.9626484146779251
CRX,PDE4C,0.8359801205122058
SHOX,FFAR2,0.695974206093698
IRF1,TMEM236,0.4089529444142699
CRX,KIAA1324,0.17329432007084578
SHOX2,COL5A2,0.15643704267108605
CRX,CACNG8,0.25024289816459533
POU2AF1,FREM1,0.5492266647061205
SHOX,NRSN1,0.7145959227000623
SP100,ARGFX,0.6601973767177313
IRF1,MLANA,0.27993389694594284
SHOX,BEND2,0.9548652806631941
SHOX,ZNF865,0.7378969166957685
CRX,PXMP4,0.5543540525114007
CRX,PAPL,0.6117207462343522
SHOX,AP1S3,0.4196000624277899
SHOX,TNFSF15,0.24773098950115746
SHOX,CCBE1,0.3559726786512616
SHOX,TNFAIP8L3,0.7578461104643691
SP100,ZNF829,0.014393488629755868
SHOX,LHFPL5,0.11607264050691624
IRF1,PDE4C,0.04600264202175275
ZBTB16,AGBL1,0.040728802318970136
SP100,ANKS4B,0.8554605840110072
CRX,DAND5,0.7036578593800237
SP100,ZNF441,0.4741738290873252
SHOX,TNFAIP8L1,0.09783416065100148
SCD5,OR11A1,0.49161587511683236
SP100,LILRA6,0.4734717707805657
SHOX,CASP14,0.17320186991001518
SHOX,CPA4,0.43385164923797304
CRX,KIAA1751,0.39850473439737344
SHOX,DUXA,0.6158500980522165
SHOX,ERN2,0.6350936508676438
SHOX,LAIR1,0.04530400977204452
SHOX,GRM6,0.3746126146264712
SHOX,RBM43,0.6258599157142364
POU2AF1,LHX1,0.5031362585800877
SHOX,SPIB,0.8564898411883223
SPIB,SHOX,0.658693631618945
SHOX2,ERBB4,0.1629344270814297
SHOX,CCL16,0.07056874740042984
SHOX,GP2,0.6424192782063156
IRF1,ATCAY,0.026511310541621813
SHOX,NMNAT1,0.5857755812734633
CRX,CCL22,0.9402302414249576
IRF1,FUT6,0.575474177875879
SP100,SIGLEC10,0.3881699262065219
SHOX,ZNF829,0.6432882184423532
SHOX,KCNJ5,0.45825289049151663
IRF1,SLC7A14,0.5456167893159349
NFKBIA,GYPB,0.9414648087765252
CRX,LYZ,0.38610263780077425
SHOX,WNT7B,0.9611905638239142
CRX,ZNF716,0.9053506419560637
POU2AF1,APOBEC3G,0.19579113478929644
SHOX,KCNE4,0.06936130087516545
IRF1,KCNA7,0.10077800137742665
SHOX,C14orf178,0.018221825651549728
SP100,TET2,0.0944429607559284
SCD5,ZNF441,0.6830067734163568
SPIB,IL12RB1,0.07118864846022899
SHOX,EPHA10,0.3189756302937613
SCD5,ZNF829,0.8448753109694546
SP100,IL12RB1,0.023271935735825866
SHOX,TMEM184A,0.8144684825889358
IRF1,SLC24A4,0.28185477477339993
SKIL,PPP1CB,0.11816482762165625
SPIB,TLCD2,0.6967371653641506
SHOX,HTRA4,0.628942846779884
SHOX,HPSE,0.877472013527053
KLF8,APOL6,0.7350710438038858
IRF1,LYZ,0.8034809303848486
SHOX,IAPP,0.2820345725713065
POU5F1,NANOG,0.17743954377972282
NANOG,POU5F1,0.7506147516408583
SHOX,PLEKHH2,0.806834739267264
SHOX,PLXDC1,0.9905051420006733
IRF1,LOC646851,0.4126176769114265
CRX,CLEC7A,0.37201808579278317
SPIB,C21orf62,0.7764129607419968
SP100,TMEM236,0.34080354025301784
IRF1,KIAA1324,0.9307573256035647
SHOX,DNAJC22,0.8584127518430118
CRX,FUT6,0.42899402737501835
IRF1,ZYG11A,0.7508710677914974
CRX,GGT6,0.7545428740846823
SHOX,ZNF667,0.10312386883593261
CRX,ORAI2,0.9025529066795667
SHOX,SEC14L4,0.5052523724478571
SHOX,LRTOMT,0.8264574661077416
SHOX,HAVCR2,0.32004960103061175
IRF1,DAND5,0.8955232284962005
CRX,ZNF793,0.3892016787341631
CRX,ZNF785,0.01083765148029836
SPIB,PDDC1,0.9053819764192637
SPIB,CCDC142,0.09128667678613356
SPIB,CYP1A2,0.31931363759041487
IRF1,GP6,0.9500619670508049
SHOX,NXNL2,0.9506071469375561
SHOX,GLIPR1L2,0.5734378881232861
SPIB,CABP4,0.6318372121697993
NFKBIA,CCDC81,0.44844552197831977
SHOX,AIM1,0.29321077169806453
SP100,ERCC-00046,0.32866454536991596
SHOX,SLC1A2,0.6725184560770384
SPIB,CCL5,0.75237452943768
SCD5,KIAA1456,0.7915790437258485
CRX,ZYG11A,0.7896181427945539
CRX,CCBE1,0.09120610304869037
CRX,TRIM58,0.49442030470258147
SCD5,SPN,0.057558760016644284
IRF1,CACNG8,0.5495288823237355
SP100,RAX2,0.441530501373377
SPIB,SIGLEC10,0.8877041827582998
SHOX2,CER1,0.3509150125520787
SP100,SLC14A2,0.11706701642760586
CRX,FFAR2,0.14299168205283586
CRX,RAB42,0.7615106317174722
CRX,MLANA,0.6182180633162611
IRF1,NLRP12,0.10112267612279024
SHOX,CFLAR,0.08410680611499743
SPIB,NLRP12,0.70096913145912
SHOX,CHST6,0.07276300636419353
IRF1,FUT2,0.8218600592903562
POU2AF1,ANGPT2,0.7062422271564962
SP100,TLCD2,0.08134878064189976
IRF1,PXMP4,0.08483771408519192
POU5F1,VIM,0.9866395785011755
IRF1,C1orf130,0.3742707957561203
SHOX,ZKSCAN3,0.3706421470668909
SHOX,BNIPL,0.8127995672575026
IRF1,CLEC7A,0.9472485773838587
SPIB,CD84,0.9860010638228709
SP100,KIAA1456,0.7533781852589416
SCD5,LILRA6,0.37625958553091576
SHOX,GBP4,0.08350071669866876
POU2AF1,APOBEC3F,0.7771469159274368
NFKBIA,MYCT1,0.558404249735805
SHOX,FAM123C,0.4242220092469763
CRX,GPR82,0.906354385094736
IRF1,ANKS4B,0.11119748230615134
SPIB,C8orf80,0.49262510429085915
SHOX,CHRM3,0.011353644767419069
IRF1,GPR82,0.46866064199412627
NFKBIA,ST8SIA4,0.05630327568183735
SHOX,INMT,0.11881791626807192
CRX,CXorf36,0.11752624677710488
CRX,PRRG4,0.6492103021160636
NFKBIA,APOBEC3G,0.7460448792654233
SHOX,LRRN4CL,0.5833687650971596
SHOX,TBXA2R,0.9621725484745419
SHOX2,PKM2,0.37487057952370406
CRX,TNFAIP8L3,0.28571208628186073
SHOX,SLC4A1,0.8685991281894603
SHOX,GTPBP5,0.22359583851945264
CRX,MEFV,0.9632225394406113
SP100,CXorf36,0.012154474689816341
SCD5,LHFPL5,0.969878826707639
SHOX,TLR10,0.04315991195057611
SPIB,PAPL,0.8911431136980711
SHOX,LILRA5,0.5277011090862999
SHOX,ICAM4,0.9929647961193003
SP100,CABP4,0.07379656473539886
SHOX,SAA2,0.5538542844013208
IRF1,PAPL,0.969302535619099
CRX,LOC100506688,0.5230978441701488
CRX,POLH,0.6293986381352625
SCD5,TET2,0.6957486889846172
SHOX,ABCA9,0.45454106476777323
SP100,C8orf80,0.6275580800840634
POU5F1,CLDN7,0.5843143119231002
SPIB,ZC3H12D,0.901158010490989
CRX,VSIG1,0.04544638034145787
NFKBIA,CYP26A1,0.2809631895922303
SCD5,PDE6A,0.9504114840765587
SHOX,MAGEA10,0.8902637838909163
SHOX,APOL1,0.45565675278571294
SHOX2,CYP26A1,0.6201325978015367
CRX,PBOV1,0.2773811829811327
SHOX,CD209,0.1881211597237613
SHOX,COX6B2,0.46369840493998216
SP100,GPR82,0.3533522280260528
SHOX,IRAK4,0.5836561118508721
SHOX,C3orf72,0.07773463696498484
POU2AF1,ERBB4,0.9743948076661665
POU2AF1,KLHL6,0.9862107444796029
CRX,CDH23,0.6981617140197451
SOX11,HNRNPH1,0.5360963663441204
SHOX2,APOBEC3G,0.30952761628632774
IRF1,ZNF716,0.8137950197069487
CRX,KREMEN1,0.6847311725538793
IRF1,CCL22,0.1626169393448913
CRX,BHMT2,0.9109271844938425
SHOX,SLC5A5,0.822537242923169
SCD5,CCDC148,0.949799913291924
POU2AF1,APOBEC3D,0.72571950838836
SOX2,ESRP1,0.6134151959357899
SCD5,SHOX,0.4182430362906189
SHOX,SCD5,0.9327284833540133
SHOX,OR51E2,0.8660638895004084
IRF1,IL6R,0.04521867010618941
SPIB,SLC7A14,0.026366974497252005
SP100,LRRC27,0.3764633668780496
SHOX,KCNK3,0.8105533307818329
IRF1,BHMT2,0.9872761293149445
SHOX,ZFAT,0.15041689110352818
CRX,IRF1,0.5941307153521351
IRF1,CRX,0.3808908566310215
SPIB,PDE6A,0.9699143978146032
NFKBIA,CER1,0.8421189231357087
SHOX,PGPEP1,0.8383287047111379
IRF1,CYP4V2,0.4686931597949703
SHOX,EXPH5,0.4148195023376652
SP100,TNFRSF9,0.27340707193070624
SPIB,TMEM236,0.056375496650927115
KLF8,POU2AF1,0.8647223762550532
POU2AF1,KLF8,0.8129010091300776
SHOX,CHP2,0.9997176732861306
SCD5,SLC14A2,0.9966368370739054
NFKBIA,GRPR,0.5554317056026274
CRX,NWD1,0.7689874151805105
SHOX,L2HGDH,0.944765729882428
SHOX,IL28RA,0.8496473906774115
POU2AF1,ST8SIA4,0.24734810174319766
CRX,KBTBD12,0.4505441353100935
POU2AF1,CHL1,0.12915941515149498
SOX2,GRHL2,0.9540510272587224
POU2AF1,COL5A2,0.60617463445088
SHOX,EREG,0.22864280550346272
SCD5,SIGLEC10,0.6717006844058567
NANOG,ESRP1,0.6181282404578958
SHOX,C3orf62,0.3581627180328405
SHOX,KIAA1456,0.11355759219962902
KLF8,CER1,0.6715731955927996
SHOX,FBXL18,0.5203077009037933
POU2AF1,PKM2,0.7723183917356393
POU2AF1,ABCC9,0.5201635011119934
SPIB,C1orf130,0.8521815003185401
SHOX,GFOD2,0.5519068387744855
SHOX,SEC14L5,0.5609379715353863
SP100,NLRP12,0.876653602658345
SHOX,LGSN,0.40348286621239704
CRX,ZNF835,0.13401522845064073
PGR,APOL6,0.028782676313338973
SCD5,ARGFX,0.755137255673619
SHOX,ATP6V0D2,0.6203095513534647
SHOX,CCR6,0.7040797680992236
SHOX2,CHL1,0.21296416150891073
NFKBIA,GYPE,0.13637147558676976
CRX,PROM2,0.014544665667881929
SHOX,CEACAM8,0.350587558806597
SP100,CCDC148,0.5899176868546331
SHOX,ITIH5,0.3922440450997323
SHOX,ZC3H12B,0.43747492202372906
CRX,SLC25A34,0.9041586944937484
CRX,CTSS,0.34825546702330035
CRX,FAM115C,0.5139894891598108
POU2AF1,GYPE,0.7836530127411431
NFKBIA,ARL4D,0.39654278232127016
SHOX,AP4S1,0.6220867002278735
SHOX,PALM2,0.8623637087467452
GATA6,CYP26A1,0.9495206236576421
CRX,SLC5A5,0.14707348092903794
SPIB,TNFRSF9,0.9265876251614944
SHOX,CRTAM,0.4921162930795382
SPIB,ATCAY,0.25824438829895835
IRF1,SLC14A2,0.4591357562382613
CRX,NOS1,0.980032575285477
SP100,CACNG8,0.4926180939928696
SHOX2,KLHL6,0.3287516102875082
SPIB,CPM,0.6334008543167258
CRX,EXOC3L2,0.24014561877819307
SHOX,DDX51,0.07586332810866392
PPARA,SHOX,0.12887972191064923
SHOX,PPARA,0.12804583895777244
CRX,GSDMA,0.15190269351229435
SPIB,SLC24A4,0.13882717264941014
SP100,ERCC-00004,0.6408747448032146
SP100,PXMP4,0.18188008439914483
SKIL,TSPYL1,0.3456672833238632
IRF1,KIAA1751,0.8967884099060118
SHOX,AFF3,0.47396164026287235
IRF1,VSTM4,0.6675577385210272
SHOX,PPIL6,0.17231987120162984
SHOX,C2orf83,0.19228901880867078
PPARA,ARGFX,0.04086861626647886
POU5F1,ERBB4,0.16893506307216455
SHOX,AGMAT,0.2785903390319586
SHOX,LILRA6,0.17701048427674682
CRX,OR7D2,0.08870253375705561
CRX,ZNF662,0.12063587110060081
SHOX,HSD17B13,0.46077876803272577
IRF1,ZNF527,0.2063337184057925
GATA6,CER1,0.36426986104807546
IRF1,CDH23,0.5034172708548569
CRX,PTAFR,0.6903948286293653
NPM1,COL5A2,0.039312139841098936
SP100,CYP1A2,0.7994103989090426
SHOX,ZNF528,0.6279003894909078
CRX,ADRA1A,0.08175903194887191
SHOX,PNMA2,0.8735786241067772
SHOX,TMEM53,0.9208724005318132
SHOX,CLEC4E,0.06107795985486375
CRX,TMEM213,0.2768776481472037
IRF1,GGT6,0.8062012797930613
POU2AF1,TMEM212,0.7482596903836584
CRX,FCAR,0.18452101935637732
SPIB,ZNF793,0.2093493233367103
SPIB,DAND5,0.370472102791382
IRF1,RAB42,0.4845229851910213
SHOX,C2CD4A,0.618254771530296
CRX,OR51E2,0.3689136395697724
SP100,DDHD1,0.4625347161331479
NPM1,SERHL2,0.7474709381337565
SHOX,HES2,0.0366832028905979
IRF1,GP2,0.25243694434402075
KLF8,RHOBTB3,0.7133495858845524
SHOX,KLRG1,0.8952068376871993
NPM1,GYPB,0.5116774421156661
SP100,C1orf130,0.5321134852653157
GATA6,LZTS1,0.10717201133977605
SOX11,EIF2S3,0.44741236682345464
NFKBIA,CNTNAP2,0.5326172664550232
CRX,TIGD1,0.24247050363472966
SHOX,SV2B,0.26924323094938096
CRX,IAPP,0.37728416310462265
POU5F1,GNG11,0.02007119777772637
IRF1,ZNF793,0.3220791655831783
SHOX,H6PD,0.21144800699654465
SHOX,PAPLN,0.32749735217791465
CRX,FUT2,0.11976213181925122
IRF1,VSIG1,0.890527280739895
SHOX,RASGRP4,0.5935924535540487
ASCL1,CMA1,0.6791023191444896
CBFA2T3,TDRD12,0.7891712386073383
GFI1B,C10orf120,0.4984421989290573
GFI1B,C7orf45,0.08692028808742369
GFI1B,CPA3,0.5371065418185478
GFI1B,HABP2,0.5868411180208791
GFI1B,IL1RAPL2,0.74543947418433
GFI1B,ITLN1,0.4316595462296794
GFI1B,MYPN,0.12758030279556376
GFI1B,OR11H2,0.28377590579872447
GFI1B,PRAMEF11,0.3630822963986351
GFI1B,PRAMEF4,0.6459172413316012
GFI1B,PRAMEF6,0.5707783046689119
GFI1B,SULT1C3,0.35609672589784624
HOXC10,RASGRF1,0.9865152487929797
HOXC13,IRX6,0.6057748193568872
HR,HEPN1,0.23722679173599448
HR,KRTAP5-10,0.10178247262040374
HR,PIP,0.15285913918433203
HR,RNF151,0.24595772838450813
IRF5,CATSPERD,0.16068137325955567
IRF5,FOXR1,0.18656702405130576
IRF5,KRTAP17-1,0.2850951686938471
NEUROD1,LAMB3,0.17337359529475482
NR0B2,AGRP,0.8967654246264252
NR0B2,TBL1Y,0.08023374566164221
PAX1,SPINK13,0.5245113895702547
PITX3,VWA5B1,0.4103968269896615
RORC,FLJ42280,0.9823786169086064
RORC,SDR9C7,0.11203890216805235
ZIC1,PLA2G2C,0.39785559904574164
ZIC1,SMR3B,0.9694704332753689
SHOX,ASTN2,0.8655071258939803
SHOX,ZNF554,0.8170720709492799
SHOX,PIWIL2,0.25790282704493983
NFKBIA,PKM2,0.17088758739006582
SCD5,DDHD1,0.668643219924431
CRX,CLEC19A,0.9293759891275858
IRF1,MEFV,0.5567628930139298
SHOX,GALNT6,0.5716126894698998
SHOX,ATP1B4,0.2799790936602842
SPIB,GP6,0.7694929331919369
SPIB,PXMP4,0.18704374855752337
IRF1,GSDMA,0.3236792364042437
SHOX,ZNF490,0.4254364386164168
IFI16,HAPLN1,0.507610378684455
SHOX,OLFML2A,0.24240973241508024
SP100,ZNF37A,0.11483682473920354
SP100,C15orf2,0.6106200424416326
CRX,TRIM66,0.28863055324025577
PRDM1,RHOBTB3,0.5812382214226123
CRX,VSTM4,0.1543627152742023
SHOX,EFCAB5,0.4811401018548175
SHOX,KIAA1377,0.5325894325515859
ASCL1,GLTPD2,0.05182353682242691
ASCL1,LRFN2,0.3366042781939206
GFI1B,BPIFB6,0.13441467693897424
